     40 30004265	stick	A trade item is referred to as a "stick" if the solid item has been cut or formed in to individual strips. Even in the stick state the item is still a solid product. Specifically excludes products which may appear as a stick but are classified as strings . (GPC attValue)
     40 30002790	nut	 (GPC attValue)
     40 30002465	tongue	 (GPC attValue)
     40 30002007	rice	 (GPC attValue)
     40 30001687	non fat	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the level of fat contained is "non fat".  Claims of this nature may be regulated. (GPC attValue)
     40 30001222	half fat	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the level of fat contained is "half" fat".  Claims of this nature may be regulated. (GPC attValue)
     39 30009755	office	 (GPC attValue)
     39 30009754	lounge	 (GPC attValue)
     39 30007784	universal	 (GPC attValue)
     39 30004299	textile	A textile is a flexible material consisting of a network of natural or artificial fibres (yarn or thread). (GPC attValue)
     39 30002772	whole	 (GPC attValue)
     39 30002433	testicle	 (GPC attValue)
     38 30002103	salt	 (GPC attValue)
     37 30013656	quality level 3	Product meets Quality Level 3 as determined by a quality certifying agency known to buyer and seller. (GPC attValue)
     37 30013655	quality level 2	Product meets Quality Level 2 as determined by a quality certifying agency known to buyer and seller. (GPC attValue)
     37 30013654	quality level 1	Product meets Quality Level 1 as determined by a quality certifying agency known to buyer and seller. (GPC attValue)
     37 30007715	cordless	 (GPC attValue)
     37 30007714	corded	 (GPC attValue)
     36 30015374	big leave	 (GPC attValue)
     36 30015373	salat leave	 (GPC attValue)
     36 30015372	small leave	 (GPC attValue)
     36 30013657	quality level 4 or lower	Product meets Quality Level 4 or a lower quality grade as determined by a quality certifying agency known to buyer and seller. (GPC attValue)
     36 30009753	hallway	 (GPC attValue)
     36 30003674	bathroom	 (GPC attValue)
     36 30001779	paste	 (GPC attValue)
     35 30013625	no mechanical processing	Product has not been mechanically processed (e.g., not ground or mechanically tenderized). (GPC attValue)
     35 30013624	mechanically separated	Product with paste-like consistency created by separating meat from bone using high pressure. (GPC attValue)
     35 30013623	ground/minced	Product that has been extruded under pressure through a sieve. (GPC attValue)
     35 30013622	mechanical tenderization	Product has been tenderized mechanically by a process such as needle tenderization or table-top cubing. (GPC attValue)
     35 30013621	chopped and formed	Product has been chopped into irregularly sized pieces and reformed. (GPC attValue)
     35 30009752	dining room	 (GPC attValue)
     35 30000077	cream	This term is used to describe cream which contains equal parts water and oil. (GPC attValue)
     34 30004365	wipe	 (GPC attValue)
     34 30004345	vinyl	 (GPC attValue)
     34 30004201	rubber	 (GPC attValue)
     34 30004166	pump	 (GPC attValue)
     34 30003307	water	 (GPC attValue)
     34 30001266	homogenized	 (GPC attValue)
     33 30017732	tuber	 (GPC attValue)
     33 30013650	pulled	Cooked product separated or pulled apart along its natural seams or grain. (GPC attValue)
     33 30013648	nugget	A shaped small mass of ground or chopped product. (GPC attValue)
     33 30013647	natural muscle - spirally sliced	Natural-shaped whole muscle product cut spirally around the bone (e.g. a spirally sliced ham). (GPC attValue)
     33 30004720	porcelain	 (GPC attValue)
     32 30015613	pancrea	 (GPC attValue)
     32 30010768	conservatory	 (GPC attValue)
     32 30001562	medium	 (GPC attValue)
     31 30010856	bottle	 (GPC attValue)
     31 30010746	cotton	 (GPC attValue)
     31 30001945	pureed	 (GPC attValue)
     30 30011326	pneumatic	 (GPC attValue)
     30 30005480	digital	 (GPC attValue)
     30 30003750	cotton fibre	 (GPC attValue)
     29 30004325	tube	 (GPC attValue)
     29 30000252	baking	 (GPC attValue)
     28 30015609	horn	 (GPC attValue)
     28 30002203	sheep	 (GPC attValue)
     28 30001268	honey	 (GPC attValue)
     28 30000441	brine	 (GPC attValue)
     27 30017728	resins and rubber	 (GPC attValue)
     27 30013632	whole muscle - poultry part	Large, unsliced muscle cut or part separated from a whole bird and typically sold to the end consumer. (GPC attValue)
     27 30007712	analog	 (GPC attValue)
     27 30006059	fibreglass	 (GPC attValue)
     27 30002953	cooked	 (GPC attValue)
     27 30000699	coconut	 (GPC attValue)
     27 30000393	boiling	 (GPC attValue)
     26 30013630	whole bird	Body of a bird after offal is removed. (GPC attValue)
     26 30010368	copper	 (GPC attValue)
     26 30006207	canada	 (GPC attValue)
     26 30005535	cat	 (GPC attValue)
     26 30003311	no added ingredient	 (GPC attValue)
     26 30003191	dog	 (GPC attValue)
     26 30002205	shellfish	 (GPC attValue)
     26 30001908	poultry	 (GPC attValue)
     26 30001584	microwaving	 (GPC attValue)
     26 30001156	granule	 (GPC attValue)
     26 30001080	frying	 (GPC attValue)
     25 30006973	snail	 (GPC attValue)
     25 30004292	tablet	 (GPC attValue)
     25 30004268	stone	 (GPC attValue)
     25 30003905	fixed	This term is used to describe those products that the manufactures has identified a fixed installation required or at least possible. (GPC attValue)
     25 30003020	apple	 (GPC attValue)
     25 30001123	gizzard	 (GPC attValue)
     25 30001093	game	 (GPC attValue)
     25 30000653	chopped	 (GPC attValue)
     25 30000091	orange	 (GPC attValue)
     24 30019091	child 4 years onward	 (GPC attValue)
     24 30019090	child 3 years onward	 (GPC attValue)
     24 30019089	6 months/onward	 (GPC attValue)
     24 30019088	3 months/onward	 (GPC attValue)
     24 30019087	0 months/onward	 (GPC attValue)
     24 30016217	without rootball	 (GPC attValue)
     24 30016216	with rootball	 (GPC attValue)
     24 30016215	potted with rootball	 (GPC attValue)
     24 30015608	head meat/cheek meat	 (GPC attValue)
     24 30007476	steel	 (GPC attValue)
     24 30006699	mousse/foam	 (GPC attValue)
     24 30004031	lotion	A liquid multi-ingredient topical application usually containing a cleansing, moisturising or astringent agent. (GPC attValue)
     24 30002307	spice	 (GPC attValue)
     24 30002265	solid	 (GPC attValue)
     24 30002105	salted	 (GPC attValue)
     24 30002000	reheating	 (GPC attValue)
     24 30000119	12 months/onward	 (GPC attValue)
     23 30019100	11 months/onward	 (GPC attValue)
     23 30019099	10 months/onward	 (GPC attValue)
     23 30019098	9 months/onward	 (GPC attValue)
     23 30019097	8 months/onward	 (GPC attValue)
     23 30019096	7 months/onward	 (GPC attValue)
     23 30019095	5 months/onward	 (GPC attValue)
     23 30019094	4 months/onward	 (GPC attValue)
     23 30019093	2 months/onward	 (GPC attValue)
     23 30019092	1 months/onward	 (GPC attValue)
     23 30007839	fur	 (GPC attValue)
     23 30007776	freestanding (movable)	 (GPC attValue)
     23 30006928	primate	 (GPC attValue)
     23 30005761	rodent	'RODENT' is used to identify any rodent species not otherwise specifically identified in the code list. (GPC attValue)
     23 30005671	reptile	 (GPC attValue)
     23 30005628	bird	'BIRD' is used to identify any bird species not otherwise specifically identified in the code list. (GPC attValue)
     23 30003691	body	 (GPC attValue)
     23 30003214	reformed	 (GPC attValue)
     23 30002787	crushed	 (GPC attValue)
     23 30001956	rabbit	 (GPC attValue)
     23 30001114	giblet	 (GPC attValue)
     22 30017284	small animal - other	 (GPC attValue)
     22 30017282	large animal - other	 (GPC attValue)
     22 30010363	brass	 (GPC attValue)
     22 30009774	wall mounted (fixed)	 (GPC attValue)
     22 30008026	composite	 (GPC attValue)
     22 30007757	built-in	 (GPC attValue)
     22 30006972	insect	 (GPC attValue)
     22 30006937	amphibian	 (GPC attValue)
     22 30006927	crustacean	 (GPC attValue)
     22 30004660	all purpose	 (GPC attValue)
     22 30004127	paper	 (GPC attValue)
     22 30003866	face	 (GPC attValue)
     22 30003184	camel	 (GPC attValue)
     22 30003106	aquatic invertebrate	 (GPC attValue)
     22 30002702	yak	 (GPC attValue)
     22 30002531	vanilla	 (GPC attValue)
     22 30002171	seawater farmed	 (GPC attValue)
     22 30001157	grape	 (GPC attValue)
     22 30001045	freshwater farmed	 (GPC attValue)
     21 30017283	saltwater fish	 (GPC attValue)
     21 30017281	freshwater fish	 (GPC attValue)
     21 30017280	cold water fish	 (GPC attValue)
     21 30017279	brackish fish	 (GPC attValue)
     21 30007404	zip	 (GPC attValue)
     21 30006926	arachnid	 (GPC attValue)
     21 30006652	soy	 (GPC attValue)
     21 30001519	mango	 (GPC attValue)
     21 30000785	cow	 (GPC attValue)
     21 30000755	corn	 (GPC attValue)
     21 30000460	buffalo	 (GPC attValue)
     20 30011836	primed	The item has been painted with a primer paint by the manufacturer and is ready to be painted with the finish colour by the end user. (GPC attValue)
     20 30008571	ga	 (GPC attValue)
     20 30006230	ireland	 (GPC attValue)
     20 30006206	belgium	 (GPC attValue)
     20 30006197	austria	 (GPC attValue)
     20 30002348	strawberry	 (GPC attValue)
     20 30001837	pineapple	 (GPC attValue)
     20 30001622	moose	 (GPC attValue)
     20 30001096	garlic	 (GPC attValue)
     20 30000260	banana	 (GPC attValue)
     20 30000201	apricot	 (GPC attValue)
     20 30000066	artichoke	 (GPC attValue)
     19 30015601	non aerosol spray/stream	This term is used by the manufacturers to identify products that are applied through a spray or stream which are non Aerosol. (GPC attValue)
     19 30015478	slovenia	This term is used to describe all those products whose origin is Slovenia attributes but which are not classified more granularly within that geographic market. (GPC attValue)
     19 30014976	violet	 (GPC attValue)
     19 30002733	macadamia nut	 (GPC attValue)
     19 30001119	ginger	 (GPC attValue)
     19 30000544	cashew nut	 (GPC attValue)
     19 30000171	almond nut	 (GPC attValue)
     18 30018167	silver plated	This term is used to describe a product on which surface is covered which silver, deposited on a conductive surface. (GPC attValue)
     18 30010316	buckle	 (GPC attValue)
     18 30007402	strap	 (GPC attValue)
     18 30006862	impregnated pad	 (GPC attValue)
     18 30006279	argentina	 (GPC attValue)
     18 30004353	waterproof	 (GPC attValue)
     18 30003865	fabric	 (GPC attValue)
     18 30002820	grated	A trade item is referred to as "grated" when it has been ground into a more granular form. (GPC attValue)
     18 30000370	blend	 (GPC attValue)
     17 30016000	sauce	 (GPC attValue)
     17 30010879	synthetic	 (GPC attValue)
     17 30009205	3	 (GPC attValue)
     17 30009204	2	 (GPC attValue)
     17 30006302	australia	 (GPC attValue)
     17 30003209	cube	A trade item is referred to as "cubed" when it has been cut into small to medium sized squares or rectangles. (GPC attValue)
     17 30002925	sugar	 (GPC attValue)
     17 30001224	halved	 (GPC attValue)
     17 30000854	dairy	 (GPC attValue)
     17 30000850	cuttlefish	 (GPC attValue)
     17 30000184	aniseed	 (GPC attValue)
     16 30017751	earthenware	Earthenware is glazed or unglazed nonvitreous pottery which has normally been fired below 1200°C. (GPC attValue)
     16 30015615	thymu	 (GPC attValue)
     16 30010858	squeeze bottle	 (GPC attValue)
     16 30010064	manual	The product manufacturer identifies that the product is operated manually. (GPC attValue)
     16 30004198	roll on	 (GPC attValue)
     16 30002566	vinegar	 (GPC attValue)
     16 30002540	vegetable	 (GPC attValue)
     16 30001965	raspberry	 (GPC attValue)
     16 30001925	pressed	 (GPC attValue)
     16 30001604	mint	 (GPC attValue)
     16 30001194	grilling	 (GPC attValue)
     16 30000651	chocolate based	 (GPC attValue)
     15 30019043	jar	 (GPC attValue)
     15 30015999	marinade	 (GPC attValue)
     15 30010728	floor mounted (fixed)	 (GPC attValue)
     15 30010514	countertop	 (GPC attValue)
     15 30010305	three quarter sleeve	 (GPC attValue)
